EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,MonthlyIncome,DistanceFromHome,NumCompaniesWorked,OverTime,TrainingTimesLastYear,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Attrition
EMP00989,22,Female,Research & Development,Sales Representative,38,2339,28,2,Yes,0,1,3,2,3,1,4,12,5,Non-Travel,0
EMP00990,30,Male,Research & Development,Research Director,0,17419,2,5,No,4,3,4,4,4,1,4,7,12,Non-Travel,0
EMP00991,50,Female,Research & Development,Manager,3,10935,19,4,No,2,1,4,4,4,2,4,6,7,Travel_Frequently,0
EMP00992,18,Female,Human Resources,Sales Representative,10,15864,7,2,Yes,3,2,4,1,1,3,3,8,6,Travel_Rarely,0
EMP00993,39,Female,Research & Development,Laboratory Technician,6,17865,28,8,Yes,4,4,1,4,2,2,4,2,12,Travel_Rarely,0
EMP00994,53,Female,Sales,Laboratory Technician,18,16103,6,5,Yes,2,2,2,2,3,2,3,7,2,Non-Travel,0
EMP00995,41,Female,Research & Development,Sales Executive,23,9751,12,7,No,5,3,4,3,4,4,4,10,6,Travel_Rarely,0
EMP00996,45,Female,Human Resources,Research Director,17,13878,13,9,No,6,1,4,2,3,2,3,5,10,Travel_Rarely,0
EMP00997,52,Male,Human Resources,Manager,39,11038,17,1,No,1,4,2,3,3,4,4,9,14,Non-Travel,0
EMP00998,33,Male,Research & Development,Healthcare Representative,8,8851,12,9,Yes,2,2,4,1,3,1,4,6,7,Non-Travel,0
EMP00999,25,Female,Research & Development,Healthcare Representative,13,2829,15,9,No,1,4,2,1,1,1,3,15,16,Travel_Rarely,0
EMP01000,27,Male,Sales,Manager,35,15635,3,8,No,2,2,2,3,3,2,4,14,8,Travel_Rarely,0
EMP01001,59,Female,Sales,Research Scientist,31,7356,21,2,Yes,5,4,3,2,2,4,4,14,4,Travel_Frequently,0
EMP01002,38,Female,Sales,Manufacturing Director,29,1111,4,4,Yes,5,1,3,2,4,1,3,11,10,Travel_Frequently,0
EMP01003,20,Male,Sales,Laboratory Technician,30,6838,24,2,Yes,2,2,3,4,2,1,4,0,9,Non-Travel,0
EMP01004,25,Male,Research & Development,Human Resources,40,3845,16,2,Yes,1,1,2,4,3,3,3,12,5,Travel_Frequently,1
EMP01005,59,Male,Human Resources,Research Director,15,12271,5,5,No,6,2,2,2,2,2,4,7,6,Travel_Frequently,0
EMP01006,29,Male,Research & Development,Manager,30,8276,26,5,Yes,1,2,4,4,1,3,3,15,12,Non-Travel,0
EMP01007,53,Female,Sales,Human Resources,11,13749,20,7,Yes,6,2,2,4,1,1,3,15,3,Non-Travel,0
EMP01008,40,Male,Human Resources,Human Resources,40,6992,23,1,No,5,4,3,3,4,4,3,10,14,Travel_Rarely,0
EMP01009,31,Male,Human Resources,Laboratory Technician,9,6288,23,8,Yes,5,1,3,3,2,3,3,5,5,Travel_Frequently,0
EMP01010,43,Male,Research & Development,Laboratory Technician,39,12060,7,5,Yes,3,2,4,2,1,1,3,8,12,Travel_Frequently,0
EMP01011,35,Male,Sales,Sales Executive,31,11330,8,8,No,6,1,3,2,1,1,3,12,5,Travel_Rarely,0
EMP01012,50,Female,Human Resources,Sales Representative,14,19707,27,7,No,3,1,3,3,4,1,4,10,8,Travel_Frequently,0
EMP01013,29,Male,Research & Development,Research Scientist,27,9770,3,1,No,2,4,3,1,1,4,3,10,14,Travel_Frequently,0
EMP01014,29,Male,Research & Development,Sales Executive,8,1595,9,2,No,1,1,1,4,1,2,3,4,9,Non-Travel,0
EMP01015,54,Male,Human Resources,Sales Representative,39,14222,15,8,No,3,1,4,2,1,2,4,15,15,Non-Travel,0
EMP01016,56,Male,Sales,Research Director,24,1927,15,5,No,5,4,3,2,2,3,3,3,2,Travel_Frequently,0
EMP01017,39,Female,Sales,Sales Executive,32,19947,21,5,Yes,1,1,2,1,2,1,3,11,0,Travel_Rarely,0
EMP01018,42,Female,Research & Development,Research Director,18,16726,1,0,Yes,1,4,4,4,3,3,4,15,12,Travel_Rarely,0
EMP01019,55,Female,Research & Development,Research Scientist,26,7596,13,5,No,5,1,3,3,1,1,4,7,11,Travel_Rarely,0
EMP01020,48,Male,Sales,Sales Representative,17,19515,14,9,Yes,3,4,1,1,3,2,4,7,10,Non-Travel,0
EMP01021,41,Female,Human Resources,Sales Executive,11,13058,12,1,Yes,4,2,4,4,2,4,4,7,2,Travel_Rarely,0
EMP01022,51,Female,Human Resources,Sales Representative,22,10230,14,6,Yes,2,3,3,3,2,3,4,2,9,Travel_Frequently,0
EMP01023,54,Male,Human Resources,Manufacturing Director,16,10037,19,7,No,1,3,4,3,1,2,3,7,1,Travel_Frequently,0
EMP01024,44,Male,Human Resources,Research Director,13,19861,22,8,No,0,2,2,1,1,4,3,1,5,Non-Travel,0
EMP01025,20,Female,Research & Development,Healthcare Representative,33,12394,7,4,No,2,3,4,2,2,1,3,0,1,Travel_Rarely,0
EMP01026,45,Female,Research & Development,Research Scientist,9,8321,19,0,Yes,1,3,1,2,1,2,4,10,12,Travel_Rarely,0
EMP01027,56,Female,Sales,Manager,37,12055,21,7,Yes,4,4,1,2,1,3,4,9,6,Travel_Rarely,0
EMP01028,43,Female,Sales,Research Scientist,4,8301,18,8,No,0,2,3,2,2,4,3,4,1,Non-Travel,0
EMP01029,47,Female,Sales,Healthcare Representative,26,7812,21,1,Yes,2,2,4,4,4,1,3,10,4,Travel_Frequently,0
EMP01030,42,Male,Sales,Research Scientist,31,15357,29,4,Yes,3,3,2,1,3,2,4,1,4,Non-Travel,0
EMP01031,41,Male,Sales,Laboratory Technician,35,10185,14,6,No,1,4,3,2,2,2,3,4,7,Non-Travel,0
EMP01032,26,Female,Research & Development,Research Scientist,13,7698,29,0,Yes,0,2,2,3,4,4,4,2,3,Travel_Frequently,0
EMP01033,47,Female,Sales,Research Director,27,5652,25,7,No,6,3,2,1,2,3,4,6,1,Non-Travel,0
EMP01034,29,Male,Human Resources,Human Resources,16,16978,6,3,Yes,1,3,2,1,2,3,4,2,0,Non-Travel,0
EMP01035,28,Male,Human Resources,Laboratory Technician,18,2707,29,5,Yes,3,4,3,4,1,4,4,10,8,Travel_Rarely,0
EMP01036,56,Male,Research & Development,Sales Executive,24,12788,21,8,Yes,4,4,2,4,2,3,3,5,4,Travel_Rarely,0
EMP01037,55,Female,Research & Development,Sales Representative,34,10232,23,4,Yes,1,4,2,2,4,1,3,3,4,Non-Travel,0
EMP01038,21,Male,Human Resources,Research Director,32,2375,8,5,No,6,1,1,4,1,4,4,1,7,Travel_Frequently,0
EMP01039,24,Female,Human Resources,Manager,11,11431,24,1,No,0,2,2,2,4,4,4,7,7,Travel_Frequently,0
EMP01040,28,Male,Research & Development,Healthcare Representative,9,5729,4,6,Yes,3,3,3,4,2,2,3,6,6,Travel_Rarely,0
EMP01041,46,Male,Research & Development,Human Resources,33,17354,17,9,No,0,3,4,1,2,1,4,12,16,Travel_Frequently,0
EMP01042,57,Female,Sales,Research Director,31,9433,20,2,No,3,2,2,3,4,2,4,5,14,Travel_Rarely,0
EMP01043,28,Male,Research & Development,Laboratory Technician,1,14708,3,6,No,4,1,2,2,1,3,3,4,9,Non-Travel,0
EMP01044,44,Male,Sales,Laboratory Technician,37,11411,11,9,No,1,4,2,4,2,4,3,9,5,Non-Travel,0
EMP01045,22,Female,Human Resources,Healthcare Representative,39,17854,1,8,No,0,2,2,1,2,1,3,8,17,Non-Travel,0
EMP01046,28,Male,Human Resources,Research Scientist,11,5975,4,2,Yes,2,3,1,3,2,4,4,15,12,Travel_Rarely,0
EMP01047,24,Male,Human Resources,Manager,16,19227,18,0,No,2,3,2,1,1,4,3,15,14,Travel_Frequently,0
EMP01048,33,Female,Human Resources,Manager,24,14163,10,6,No,6,1,4,2,2,3,3,3,4,Travel_Frequently,0
EMP01049,27,Male,Sales,Manufacturing Director,11,1560,10,1,Yes,2,2,3,2,1,3,4,3,2,Travel_Rarely,0
EMP01050,46,Male,Research & Development,Healthcare Representative,36,18263,4,2,Yes,0,1,1,2,4,4,4,0,5,Travel_Frequently,1
EMP01051,18,Female,Sales,Laboratory Technician,34,12031,7,8,No,1,1,1,3,1,3,3,8,7,Travel_Frequently,0
EMP01052,53,Male,Research & Development,Human Resources,10,14694,27,9,Yes,5,1,1,4,4,4,3,14,13,Non-Travel,0
EMP01053,29,Male,Human Resources,Sales Representative,13,8028,27,7,No,5,1,3,1,4,2,4,14,3,Non-Travel,0
EMP01054,37,Male,Sales,Research Scientist,12,6080,22,8,Yes,1,2,2,1,2,3,3,14,2,Travel_Frequently,0
EMP01055,19,Female,Research & Development,Research Director,24,4112,21,0,No,6,3,2,1,1,3,3,2,4,Travel_Rarely,0
EMP01056,44,Male,Research & Development,Human Resources,7,12545,19,6,Yes,4,3,3,4,2,1,3,12,12,Travel_Rarely,0
EMP01057,43,Female,Sales,Manager,36,4086,5,5,No,1,3,2,3,3,2,4,13,0,Travel_Rarely,0
EMP01058,26,Male,Research & Development,Healthcare Representative,40,16570,5,9,No,3,3,1,4,4,4,3,0,17,Travel_Frequently,0
EMP01059,49,Female,Human Resources,Manager,39,19709,10,6,No,0,2,3,1,4,4,3,9,14,Travel_Frequently,0
EMP01060,39,Male,Research & Development,Human Resources,34,4500,13,4,Yes,2,3,3,1,2,4,3,10,5,Non-Travel,0
EMP01061,20,Male,Research & Development,Laboratory Technician,29,2280,13,6,No,4,1,1,2,3,3,4,3,7,Non-Travel,0
EMP01062,52,Male,Human Resources,Sales Executive,21,16809,10,8,Yes,4,4,3,1,3,4,3,0,4,Travel_Rarely,0
EMP01063,18,Male,Sales,Manufacturing Director,2,12302,24,6,No,0,3,2,1,3,4,4,3,17,Travel_Rarely,0
EMP01064,30,Female,Human Resources,Healthcare Representative,27,15707,19,0,No,5,1,1,4,2,4,3,0,3,Travel_Frequently,0
EMP01065,45,Female,Human Resources,Research Scientist,3,8566,9,4,No,2,2,1,4,4,3,4,13,17,Travel_Rarely,0
EMP01066,41,Male,Research & Development,Sales Executive,24,5645,26,2,Yes,2,3,4,4,2,3,4,5,5,Non-Travel,0
EMP01067,18,Female,Sales,Manufacturing Director,40,10663,15,0,No,3,3,4,4,3,3,4,11,7,Travel_Frequently,0
EMP01068,28,Male,Sales,Human Resources,14,11241,1,7,Yes,1,3,3,3,2,1,3,1,0,Travel_Frequently,0
EMP01069,26,Male,Sales,Research Scientist,30,8760,25,2,No,3,2,4,3,2,3,4,10,17,Travel_Rarely,0
EMP01070,55,Female,Sales,Manager,8,11244,4,6,Yes,4,3,4,3,1,4,3,1,10,Non-Travel,0
EMP01071,58,Male,Research & Development,Healthcare Representative,38,4039,9,7,No,2,3,4,2,3,2,4,4,9,Travel_Rarely,0
EMP01072,36,Male,Research & Development,Research Scientist,22,10839,23,9,No,1,3,3,2,1,3,3,15,16,Travel_Frequently,0
EMP01073,30,Male,Human Resources,Manufacturing Director,26,3724,28,1,Yes,1,2,4,1,4,2,3,11,5,Travel_Rarely,0
EMP01074,30,Male,Research & Development,Human Resources,27,7027,11,1,No,1,1,4,3,4,3,3,10,7,Travel_Rarely,0
EMP01075,50,Male,Sales,Human Resources,36,4518,12,6,No,1,3,3,4,4,1,4,14,12,Non-Travel,0
EMP01076,43,Male,Research & Development,Manufacturing Director,13,13977,5,9,No,3,4,3,3,1,1,3,3,1,Travel_Frequently,0
EMP01077,39,Female,Sales,Sales Executive,34,8666,27,5,Yes,0,1,4,3,3,2,4,12,8,Travel_Frequently,0
EMP01078,51,Female,Human Resources,Research Director,37,13147,15,2,No,6,4,3,3,2,1,3,5,4,Non-Travel,0
EMP01079,55,Female,Human Resources,Human Resources,38,3424,27,2,No,4,2,4,1,4,1,4,9,8,Travel_Rarely,0
EMP01080,35,Male,Research & Development,Research Director,10,18140,13,8,Yes,0,2,2,1,2,3,4,3,2,Travel_Frequently,0
EMP01081,49,Male,Research & Development,Manager,36,1372,29,0,Yes,6,1,4,4,1,3,4,4,17,Travel_Rarely,0
EMP01082,55,Male,Sales,Manager,5,11259,24,8,Yes,6,4,1,3,2,2,4,0,3,Non-Travel,0
EMP01083,55,Male,Sales,Manufacturing Director,34,5117,28,9,No,2,2,3,3,1,2,4,1,1,Travel_Frequently,0
EMP01084,52,Male,Human Resources,Research Scientist,2,10286,11,0,Yes,2,2,4,2,4,1,4,15,6,Travel_Rarely,0
EMP01085,26,Female,Sales,Manufacturing Director,22,17700,24,9,No,4,2,2,3,2,1,3,10,17,Travel_Rarely,0
EMP01086,45,Male,Research & Development,Healthcare Representative,28,9071,3,5,No,6,4,2,4,2,3,4,3,3,Travel_Rarely,0
EMP01087,43,Male,Human Resources,Laboratory Technician,32,8863,16,7,Yes,3,1,2,4,4,4,3,10,7,Travel_Rarely,0
EMP01088,23,Female,Research & Development,Healthcare Representative,4,14507,3,0,Yes,4,4,3,2,3,3,4,8,1,Travel_Rarely,0
EMP01089,20,Male,Human Resources,Human Resources,34,1040,5,7,Yes,0,3,2,4,4,2,4,4,16,Non-Travel,0
EMP01090,34,Female,Research & Development,Research Scientist,33,19973,8,9,No,6,2,1,4,1,4,4,12,8,Travel_Frequently,0
EMP01091,60,Male,Human Resources,Laboratory Technician,11,17569,18,4,No,6,3,3,3,1,2,4,14,4,Travel_Rarely,0
EMP01092,35,Male,Sales,Sales Representative,35,19348,4,1,No,6,3,1,2,3,2,3,15,6,Travel_Frequently,0
EMP01093,59,Female,Human Resources,Manufacturing Director,14,8027,13,4,No,3,1,3,1,2,1,3,3,11,Non-Travel,0
EMP01094,58,Female,Sales,Laboratory Technician,34,5185,13,2,No,2,2,1,3,1,2,3,2,1,Travel_Frequently,0
EMP01095,46,Female,Sales,Sales Executive,17,10158,3,0,Yes,5,4,3,1,2,2,4,11,7,Travel_Frequently,0
EMP01096,21,Female,Human Resources,Healthcare Representative,6,5733,5,4,No,0,4,2,4,3,4,3,5,5,Travel_Rarely,0
EMP01097,49,Female,Sales,Laboratory Technician,18,1458,9,3,Yes,3,1,1,1,1,2,4,12,16,Travel_Rarely,0
EMP01098,42,Male,Sales,Research Director,0,5892,18,6,No,5,2,1,2,1,1,4,7,12,Travel_Rarely,0
EMP01099,22,Female,Sales,Sales Representative,34,2021,1,5,No,3,3,1,1,1,4,3,4,10,Travel_Frequently,0
EMP01100,19,Female,Sales,Research Director,5,7209,25,0,No,1,2,1,1,2,4,3,15,2,Travel_Frequently,0
EMP01101,27,Male,Sales,Sales Executive,16,11361,28,4,No,6,1,4,1,2,1,4,0,14,Travel_Rarely,0
EMP01102,44,Male,Sales,Manufacturing Director,19,10605,28,2,Yes,2,2,1,4,1,2,4,5,6,Travel_Frequently,0
EMP01103,23,Male,Human Resources,Sales Executive,37,9899,10,7,No,1,4,1,2,2,4,4,10,3,Non-Travel,0
EMP01104,48,Female,Sales,Research Director,38,10833,24,8,Yes,5,2,3,3,3,3,3,12,1,Non-Travel,0
EMP01105,54,Male,Research & Development,Human Resources,37,3979,6,6,No,6,3,4,3,4,4,4,4,6,Travel_Rarely,0
EMP01106,21,Male,Human Resources,Human Resources,17,11222,15,4,Yes,4,2,4,1,1,1,4,9,4,Non-Travel,0
EMP01107,20,Male,Research & Development,Human Resources,12,13879,20,2,Yes,6,3,2,3,3,4,4,14,1,Travel_Frequently,0
EMP01108,32,Female,Research & Development,Healthcare Representative,27,7143,5,0,Yes,0,2,2,4,2,1,4,10,0,Non-Travel,0
EMP01109,18,Male,Sales,Sales Executive,35,18006,13,3,No,5,4,4,2,1,1,3,2,3,Travel_Rarely,0
EMP01110,18,Male,Human Resources,Research Scientist,24,19602,25,2,Yes,1,4,2,4,4,1,4,0,17,Travel_Frequently,0
EMP01111,52,Male,Human Resources,Sales Representative,30,9454,13,3,Yes,0,1,3,2,2,4,3,3,7,Travel_Rarely,0
EMP01112,24,Male,Research & Development,Research Scientist,38,19195,21,5,No,2,2,3,2,1,2,4,0,2,Travel_Rarely,0
EMP01113,33,Female,Research & Development,Sales Representative,1,15630,11,6,No,2,3,4,4,4,2,3,3,1,Travel_Frequently,0
EMP01114,59,Male,Sales,Human Resources,5,17613,5,2,Yes,4,4,3,1,2,4,3,1,16,Travel_Rarely,0
EMP01115,22,Female,Research & Development,Manager,8,16321,8,5,Yes,3,3,2,2,3,4,3,0,9,Non-Travel,0
EMP01116,24,Male,Human Resources,Manager,6,18988,4,6,Yes,5,2,3,3,1,3,4,3,1,Non-Travel,0
EMP01117,29,Male,Sales,Healthcare Representative,27,14382,1,0,Yes,1,2,2,4,1,1,3,5,6,Non-Travel,0
EMP01118,58,Female,Sales,Manager,5,5099,1,4,No,0,4,4,4,3,2,4,9,12,Travel_Frequently,0
EMP01119,37,Male,Sales,Research Director,26,8168,28,4,No,6,1,1,1,3,2,3,11,15,Travel_Frequently,0
EMP01120,58,Male,Human Resources,Healthcare Representative,31,5879,9,3,No,4,4,1,4,4,2,3,10,3,Travel_Frequently,0
EMP01121,47,Male,Research & Development,Research Director,0,17691,13,6,No,2,4,2,2,3,1,4,13,17,Travel_Rarely,0
EMP01122,35,Female,Research & Development,Research Director,5,6231,19,0,Yes,2,1,1,4,1,3,4,9,4,Non-Travel,0
EMP01123,35,Male,Research & Development,Sales Executive,19,14738,29,6,Yes,0,2,1,3,4,3,4,5,11,Travel_Rarely,0
EMP01124,29,Male,Research & Development,Healthcare Representative,18,3881,25,1,Yes,5,4,2,1,2,4,3,0,13,Non-Travel,0
EMP01125,39,Female,Human Resources,Human Resources,11,3122,17,8,No,4,4,1,4,4,3,3,11,3,Non-Travel,0
EMP01126,29,Male,Sales,Manager,19,7424,22,4,Yes,6,2,2,1,1,4,3,9,16,Travel_Rarely,1
EMP01127,33,Female,Sales,Research Scientist,32,13617,2,0,Yes,1,1,2,1,4,1,3,2,8,Non-Travel,0
EMP01128,31,Female,Research & Development,Research Scientist,15,4504,25,7,Yes,4,4,4,1,1,4,3,11,1,Travel_Frequently,0
EMP01129,24,Female,Human Resources,Research Director,33,11769,28,5,Yes,5,1,1,2,4,3,3,10,16,Non-Travel,0
EMP01130,19,Female,Sales,Human Resources,33,15537,17,0,No,1,4,1,2,4,1,4,3,13,Non-Travel,0
EMP01131,50,Male,Human Resources,Research Director,9,5252,29,3,No,2,4,4,1,2,4,4,7,1,Travel_Rarely,0
EMP01132,53,Male,Sales,Laboratory Technician,18,18925,1,8,No,6,3,4,1,1,2,4,9,6,Non-Travel,0
EMP01133,43,Male,Sales,Research Scientist,25,2246,26,6,No,4,3,4,3,4,4,3,12,14,Travel_Frequently,0
EMP01134,22,Female,Human Resources,Research Scientist,15,19942,28,5,Yes,0,3,1,1,4,3,3,12,2,Non-Travel,0
EMP01135,18,Male,Sales,Manager,2,18127,25,4,Yes,2,2,1,2,2,3,4,2,7,Non-Travel,1
EMP01136,24,Female,Human Resources,Research Scientist,0,11367,28,3,Yes,1,1,3,1,4,4,4,12,9,Travel_Rarely,0
EMP01137,33,Male,Human Resources,Manager,14,11153,18,1,Yes,0,3,1,1,3,4,4,8,4,Travel_Rarely,0
EMP01138,55,Female,Sales,Manager,30,9086,18,5,No,5,1,2,1,4,4,4,3,4,Non-Travel,0
EMP01139,54,Female,Human Resources,Research Scientist,21,12871,9,2,No,6,1,4,2,2,4,3,4,9,Travel_Rarely,0
EMP01140,41,Female,Research & Development,Research Director,29,5631,2,5,Yes,3,1,1,4,2,1,4,3,11,Travel_Rarely,0
EMP01141,59,Female,Human Resources,Manufacturing Director,30,3005,7,1,No,2,3,2,1,2,4,4,2,9,Travel_Frequently,0
EMP01142,47,Male,Research & Development,Sales Executive,10,19436,6,5,No,6,4,4,2,4,2,4,1,14,Travel_Rarely,0
EMP01143,26,Male,Research & Development,Sales Representative,13,5712,16,1,Yes,2,2,4,4,4,2,4,4,6,Travel_Frequently,0
EMP01144,50,Female,Human Resources,Sales Executive,26,1989,26,4,No,4,2,2,1,3,3,3,8,0,Travel_Rarely,0
EMP01145,51,Male,Research & Development,Manufacturing Director,36,14700,24,1,No,4,4,4,3,1,3,3,10,13,Travel_Rarely,0
EMP01146,48,Female,Research & Development,Manager,22,9345,6,6,Yes,4,1,2,3,2,2,4,6,12,Travel_Frequently,0
EMP01147,47,Male,Sales,Sales Executive,11,6748,21,2,No,0,1,1,4,3,4,4,3,15,Non-Travel,0
EMP01148,21,Female,Sales,Human Resources,23,4736,10,4,No,4,2,1,3,2,1,4,0,6,Travel_Frequently,0
EMP01149,29,Male,Sales,Laboratory Technician,26,19633,26,8,Yes,0,3,2,4,3,4,3,1,13,Travel_Frequently,1
EMP01150,22,Female,Research & Development,Sales Executive,13,3634,13,3,No,6,1,3,1,1,3,3,6,5,Travel_Rarely,0
EMP01151,29,Female,Research & Development,Sales Representative,36,8335,28,1,No,1,3,4,4,2,1,3,1,12,Travel_Rarely,0
EMP01152,28,Female,Human Resources,Human Resources,20,4562,23,9,Yes,5,2,2,4,2,4,3,2,5,Travel_Frequently,0
EMP01153,42,Male,Research & Development,Sales Executive,19,19455,27,6,Yes,1,4,4,4,4,3,3,14,5,Travel_Frequently,0
EMP01154,40,Male,Human Resources,Research Director,16,13243,1,7,Yes,4,4,3,1,4,4,4,13,0,Non-Travel,0
EMP01155,18,Male,Human Resources,Laboratory Technician,38,2522,6,2,Yes,2,3,2,1,3,3,3,7,5,Non-Travel,0
EMP01156,30,Male,Sales,Laboratory Technician,0,6497,8,5,Yes,0,2,3,3,3,1,3,7,10,Travel_Rarely,0
EMP01157,20,Male,Research & Development,Human Resources,35,19358,10,3,Yes,6,2,2,2,3,2,4,5,13,Non-Travel,1
EMP01158,52,Male,Research & Development,Human Resources,14,5012,5,4,No,0,2,1,4,3,4,4,4,1,Non-Travel,0
EMP01159,49,Female,Sales,Research Scientist,30,16066,10,9,No,2,2,1,1,4,2,4,2,6,Travel_Rarely,0
EMP01160,24,Male,Sales,Sales Representative,28,3490,23,3,Yes,3,3,2,4,2,4,4,15,10,Non-Travel,0
EMP01161,50,Female,Research & Development,Sales Representative,6,5648,23,0,No,0,4,2,1,1,2,4,10,4,Travel_Rarely,0
EMP01162,28,Male,Sales,Manager,14,11874,12,0,No,0,3,2,2,1,1,4,7,1,Travel_Frequently,0
EMP01163,49,Female,Human Resources,Laboratory Technician,16,16274,20,2,No,5,3,2,2,1,2,4,10,17,Non-Travel,0
EMP01164,18,Female,Human Resources,Research Director,31,2358,14,7,No,6,2,2,2,2,4,4,3,11,Travel_Frequently,0
EMP01165,28,Female,Research & Development,Human Resources,18,15198,9,0,No,5,3,2,2,3,4,4,4,12,Non-Travel,0
EMP01166,50,Female,Research & Development,Research Director,8,6514,12,4,Yes,6,3,3,1,4,2,3,5,5,Travel_Rarely,1
EMP01167,24,Male,Research & Development,Sales Representative,10,10826,15,2,No,1,3,2,1,1,2,3,7,8,Non-Travel,0
EMP01168,54,Male,Human Resources,Sales Executive,0,14680,13,2,No,0,2,4,4,1,3,4,1,11,Travel_Rarely,0
EMP01169,22,Female,Research & Development,Sales Executive,1,8589,20,1,Yes,5,1,2,2,3,2,3,4,5,Travel_Rarely,0
EMP01170,23,Male,Human Resources,Manufacturing Director,24,1189,23,0,No,0,2,4,4,1,3,4,8,12,Non-Travel,0
EMP01171,44,Male,Research & Development,Sales Representative,8,13809,10,3,No,0,1,3,2,4,2,3,8,13,Non-Travel,0
EMP01172,45,Male,Sales,Research Scientist,13,7495,26,6,Yes,0,3,3,1,4,3,3,6,3,Travel_Rarely,0
EMP01173,36,Male,Human Resources,Manufacturing Director,29,6854,15,7,No,4,3,4,4,1,4,3,8,9,Non-Travel,0
EMP01174,20,Female,Research & Development,Research Scientist,30,11741,28,5,Yes,4,4,1,1,4,2,3,9,5,Non-Travel,0
EMP01175,36,Male,Research & Development,Healthcare Representative,17,9759,3,7,Yes,1,3,3,4,3,2,4,8,14,Travel_Frequently,0
EMP01176,18,Male,Research & Development,Healthcare Representative,34,13115,24,3,No,6,2,4,1,3,4,3,6,16,Travel_Rarely,0
EMP01177,35,Male,Human Resources,Sales Executive,0,12105,8,8,No,5,3,4,3,2,1,4,8,7,Travel_Rarely,0
EMP01178,56,Male,Sales,Manufacturing Director,30,18486,3,4,No,0,3,4,4,1,3,3,14,16,Travel_Frequently,0
EMP01179,31,Female,Sales,Sales Representative,24,3698,18,7,No,3,3,4,4,2,4,3,12,17,Non-Travel,0
EMP01180,37,Male,Human Resources,Manager,33,19718,2,0,Yes,3,4,2,1,1,3,4,1,14,Travel_Frequently,0
EMP01181,53,Female,Sales,Healthcare Representative,15,12905,14,6,Yes,2,1,2,2,4,3,4,7,6,Non-Travel,0
EMP01182,59,Female,Human Resources,Manufacturing Director,1,14256,16,1,Yes,1,2,4,4,4,3,3,0,16,Travel_Rarely,0
EMP01183,50,Female,Research & Development,Manufacturing Director,32,11796,22,9,Yes,3,4,2,4,2,3,3,15,12,Non-Travel,0
EMP01184,38,Female,Sales,Healthcare Representative,36,5523,5,1,No,0,3,4,1,4,4,3,13,12,Non-Travel,0
EMP01185,21,Male,Research & Development,Laboratory Technician,36,1485,16,3,Yes,6,1,2,4,1,2,4,10,6,Non-Travel,0
EMP01186,47,Male,Human Resources,Sales Representative,19,9598,6,6,No,1,1,2,2,1,2,4,9,0,Non-Travel,0
EMP01187,54,Female,Research & Development,Sales Executive,24,6886,3,9,No,6,4,2,1,3,3,3,8,7,Travel_Frequently,0
EMP01188,35,Male,Sales,Laboratory Technician,4,16266,24,8,Yes,3,4,1,4,4,3,3,3,10,Travel_Frequently,0
EMP01189,21,Male,Research & Development,Healthcare Representative,37,5650,29,8,Yes,2,1,2,4,1,1,4,1,4,Travel_Rarely,0
EMP01190,20,Female,Sales,Manufacturing Director,1,17815,21,8,Yes,4,1,4,2,4,2,3,13,17,Non-Travel,0
EMP01191,36,Female,Human Resources,Manager,1,1630,15,2,No,4,2,4,3,1,1,4,0,13,Travel_Frequently,0
EMP01192,56,Female,Sales,Laboratory Technician,30,14308,13,2,Yes,4,1,2,1,2,1,4,1,5,Travel_Rarely,0
EMP01193,34,Female,Research & Development,Manufacturing Director,20,13500,21,2,No,2,4,1,1,2,1,4,4,9,Non-Travel,0
EMP01194,41,Male,Research & Development,Sales Executive,37,3949,5,3,No,2,2,1,2,3,4,4,1,7,Travel_Frequently,0
EMP01195,46,Male,Sales,Healthcare Representative,15,13302,11,2,No,0,3,3,2,4,3,3,14,11,Travel_Rarely,0
EMP01196,33,Female,Human Resources,Healthcare Representative,32,18917,5,1,No,6,4,4,2,3,3,4,13,4,Non-Travel,0
EMP01197,32,Female,Sales,Sales Representative,25,16191,20,9,No,2,1,2,3,3,4,3,4,1,Travel_Rarely,0
EMP01198,51,Female,Sales,Laboratory Technician,26,19470,20,2,Yes,3,4,4,1,4,4,3,6,11,Travel_Rarely,0
EMP01199,55,Male,Human Resources,Human Resources,15,8056,11,8,No,6,4,4,4,4,2,4,13,0,Travel_Rarely,0
EMP01200,34,Male,Sales,Human Resources,16,9094,4,5,Yes,4,2,1,2,2,4,3,0,0,Non-Travel,0
EMP01201,21,Female,Research & Development,Laboratory Technician,39,3206,26,4,Yes,6,1,3,1,2,3,3,0,6,Travel_Frequently,0
EMP01202,49,Female,Sales,Human Resources,30,5338,2,9,No,5,3,4,3,2,2,4,0,10,Travel_Frequently,0
EMP01203,59,Male,Sales,Human Resources,11,8652,11,3,Yes,4,4,4,4,1,3,4,4,17,Non-Travel,0
EMP01204,41,Female,Human Resources,Laboratory Technician,0,3791,16,5,Yes,5,1,4,4,4,1,4,10,15,Non-Travel,0
EMP01205,59,Female,Sales,Healthcare Representative,15,11071,16,4,Yes,5,2,3,2,1,2,4,10,12,Non-Travel,1
